# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.689522032516195778e+36 7.203545452778340999e+29 2.858197943051239504e+27 1.010429721509114472e+28 1.852469110414773175e+28 8.326732413909243203e+27 1.137355145453073829e+28 1.591194527111182166e+28 4.771973364786822475e+28 0.000000000000000000e+00 2.806255489943486552e+36 6.791282086692667716e+29 2.087044326383312857e+22 3.588312099803651875e+14 2.302476641672331095e+08 7.073408678135810757e-01 9.792615029185986065e-09 2.160424872065229271e-14 1.464552668768505258e-21 6.803621569229703168e-209 2.498349715786755070e+36 6.010363073674094930e+29 2.335577521605852580e+27 8.680633860881857921e+27 1.651211306613161844e+28 7.876109602897122853e+27 9.250306901581637237e+27 1.269682639147402834e+28 3.813357902675651538e+28 0.000000000000000000e+00 2.614118746776439697e+36 6.708130834303088759e+29 1.586626333032829053e+22 3.527414409670487500e+14 2.134594435034834445e+08 7.500145294204522139e-01 6.852161976797762758e-09 2.060135678467676872e-14 1.408996367909963321e-21 6.294796311041883119e-209
0.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 4.644597972394023166e+00 4.171808946770755533e+00 4.085751876079882550e+00 4.295515895908628146e+00 4.456784993957202623e+00 4.729411977824947044e+00 4.066586825831217666e+00 3.989715328686163076e+00 3.995577522304554208e+00 0.000000000000000000e+00 4.657663488132870455e+00 4.938780887520111129e+00 3.801132330960910188e+00 4.915144379252160967e+00 4.635431249118860286e+00 5.301648494726291183e+00 3.498637471388146292e+00 4.767894744005418239e+00 4.810330136828546266e+00 4.626062933534508481e+00
1.000000000000000000e+03 5.834193633848560115e-04 2.796669155241705558e-04 9.223368358008787564e-04 5.883599832836452570e-04 1.243087570551786676e-04 5.886914351391933599e-04 6.845083381784279825e-04 4.118896449271207405e-04 3.228724310099009278e-04 0.000000000000000000e+00 5.614679818981587649e-04 1.679869003002391046e-04 7.538258677299379930e-04 2.164311215546909565e-04 2.931362880876710623e-04 6.295845433207700832e-04 2.221473622444989499e-04 2.491522292997869445e-05 6.975643807337225622e-05 3.338198730904231573e-04 5.488673727732658976e-04 2.276833355858573970e-04 8.037211316560845514e-04 5.606743209539801279e-04 1.449420531637834162e-04 4.118578442957378802e-04 5.038475134722710793e-04 3.820636109647661152e-04 2.444160482284222992e-04 0.000000000000000000e+00 5.911730000440952202e-04 1.410041149338603285e-04 6.764577036806881461e-04 1.895808348026598717e-04 1.976094174906044634e-04 5.416610749894879570e-04 2.112549462675151308e-04 1.392963032852920619e-05 6.116932244850441735e-05 3.199410621385659586e-04
2.000000000000000000e+03 5.521201770678890166e-04 1.442522451288425110e-05 4.540549602137142725e-05 3.870906251290182477e-04 4.774844836693640382e-05 2.682116807140767648e-04 3.709892838012216268e-04 1.561034960988365642e-04 7.296630520046741640e-05 0.000000000000000000e+00 5.792883537628278024e-04 5.378301374631651375e-05 4.324435314615864565e-04 5.779788084504401528e-05 1.067423060086362320e-05 7.493794118196090359e-05 1.450649871698751466e-04 4.020421166652345381e-06 1.866998267092180393e-05 2.802021522497116901e-05 5.565100621754086709e-04 1.177704976577149292e-05 3.800444136702690824e-05 3.203199013489306133e-04 3.445906825178086469e-05 2.322241014459153121e-04 3.171424854577873254e-04 1.307182593976353882e-04 6.083682709682443162e-05 0.000000000000000000e+00 5.737012343086481418e-04 4.777503700329561922e-05 3.644099283946318425e-04 4.838686394038103444e-05 8.284010628923858647e-06 7.024241952219181621e-05 1.376774982328211059e-04 3.427352472438266244e-06 1.724322290549346181e-05 2.500710726082904653e-05
3.000000000000000000e+03 5.515090366797525999e-04 8.967049745009086762e-07 6.614281068343330268e-06 1.706096213002607025e-04 2.130138553684140943e-05 1.081479704563000299e-04 1.870853261358921930e-04 4.664804626770616949e-05 4.712456803258651474e-05 0.000000000000000000e+00 5.754043257835416997e-04 3.178486084612554979e-05 2.816733662066569295e-04 1.269719218441492479e-05 1.822505035177098146e-06 3.749238622676878761e-05 9.854094718654524978e-05 5.178228822403941941e-06 8.113530713300437755e-06 8.285265685183854469e-06 5.527761902409959651e-04 8.685528958153400961e-07 5.693966755507523328e-06 1.434110251617342409e-04 1.690688045199604996e-05 9.292620388587982943e-05 1.583177879526628568e-04 3.978440918723505690e-05 3.901939728393304650e-05 0.000000000000000000e+00 5.735678998248074176e-04 2.703421575795888509e-05 2.379241926915590870e-04 1.082669692738981600e-05 1.494144756469090821e-06 3.604567935669598450e-05 9.376438335471061155e-05 4.351114853332225941e-06 7.685632001941805015e-06 8.227767320234936720e-06
4.000000000000000000e+03 5.644812337501844968e-04 2.120710387662424198e-06 1.567551693245911653e-05 6.916633501109331053e-05 1.119774850961686535e-05 7.022490460137657733e-05 8.843900682756917488e-05 7.554239935021033676e-06 3.002670759581440411e-05 0.000000000000000000e+00 5.605430315954451626e-04 2.308128315373812544e-05 1.625336669413505325e-04 6.749685305024111951e-06 9.883388499094193871e-07 1.590991673663614951e-04 3.772098657987450320e-03 6.164998384743581759e-06 1.001567273073323794e-05 6.592702530542346798e-06 5.529925520356669417e-04 1.530946905226207590e-06 1.709674796899193961e-05 6.286443469749368538e-05 9.510806418329296604e-06 4.924008892290361643e-05 7.823300940955398171e-05 7.445064639912000623e-06 2.462117952881435115e-05 0.000000000000000000e+00 5.718939653421883148e-04 1.685856759458807022e-05 1.311191712312532597e-04 6.545259225756747323e-06 8.586824070481724113e-07 1.337635131810212914e-04 3.479811880234578991e-03 3.771596140924023158e-06 7.174560790869664983e-06 5.842543493926475826e-06
5.000000000000000000e+03 5.489338542791506043e-04 8.210777891149392650e-07 1.206900348156509698e-06 2.115311092506455968e-05 3.559722319800450956e-06 1.302258989156113001e-05 3.974797416255014418e-05 2.201517247640291265e-06 1.883518824515489196e-05 0.000000000000000000e+00 5.721044449819985512e-04 1.046552941651293180e-05 8.454997247405662429e-05 3.712890205634806300e-06 2.560517794888771633e-08 2.383815463785311165e-05 4.517328679850541836e-05 3.483259343609245993e-06 8.520520245820550941e-06 4.090805755056236729e-06 5.500550466356169494e-04 7.298099567775177946e-07 1.001459430036899580e-06 1.805328622981181960e-05 3.025960882838043064e-06 1.136071181334094251e-05 3.355720477616818082e-05 2.150138134138801187e-06 1.558407958712393126e-05 0.000000000000000000e+00 5.710754201178809032e-04 8.745451378567776322e-06 7.143218094725574451e-05 3.526745485930238031e-06 1.594870366420354319e-08 2.285606413274829889e-05 4.299415686641657331e-05 2.881784447569634844e-06 7.720968483522857749e-06 4.402571048682512896e-06
6.000000000000000000e+03 5.482756648446153198e-04 7.685225539922797206e-07 4.432441836058741146e-07 5.289138416504496546e-06 1.485872195290120721e-06 3.887179111303738347e-06 1.863121212513377812e-05 5.542410584769143964e-06 1.246813141050127528e-05 0.000000000000000000e+00 5.717355517535732505e-04 4.540120929807998236e-06 3.633353176523725081e-05 3.794123064719713347e-06 9.691529755150895876e-08 1.987385596106466950e-05 2.914375274015102899e-05 2.251973690484417143e-06 6.918766348462363993e-06 3.023946984050003042e-06 5.501438994438049256e-04 7.186767244666504107e-07 3.595500756526854405e-07 4.589359616443947430e-06 1.380703056323749165e-06 3.466511771106805139e-06 1.567239474432147745e-05 4.905497867865797981e-06 1.034433823020063180e-05 0.000000000000000000e+00 5.698919921296352782e-04 3.861117675074815910e-06 3.068354173015058360e-05 3.640811888484002959e-06 7.415011192094163216e-08 1.896062262418265429e-05 2.771091749630452786e-05 1.868832430599639942e-06 6.393680579408594550e-06 3.283745195768557191e-06
7.000000000000000000e+03 5.170352682688458303e-04 1.231102281224752008e-06 4.462578448953678138e-05 3.163036367156507478e-06 8.865610783718287880e-07 2.784479305838073009e-06 9.023985818364503190e-06 7.318857790184465051e-06 8.658205136049063069e-06 0.000000000000000000e+00 6.031049948320923873e-04 1.447948265287508815e-06 1.193018353364446334e-05 4.059872049135363083e-06 1.944067797306889162e-07 3.227960752889526074e-05 2.036880591818283480e-05 2.759253742863890289e-06 6.785367983604177464e-06 4.308204568327203055e-05 5.183019698463255196e-04 9.515350970984881849e-07 4.382028433032571305e-05 2.570186230251531301e-06 7.883921398871561678e-07 2.675697189767742966e-06 7.555197509772606981e-06 6.109551790948700353e-06 7.411008243815814918e-06 0.000000000000000000e+00 6.019534008657982530e-04 1.243537887671964090e-06 1.033555484651936639e-05 3.976690293556054068e-06 2.226173559806061303e-07 3.608991252332142491e-05 2.181627610162147426e-05 1.734589188928431797e-06 7.449488048987985421e-06 4.058371132746907585e-05
8.000000000000000000e+03 5.475902785956706558e-04 1.182718012837888625e-06 1.866453186018962689e-07 3.763548150795014550e-07 7.615235745921532162e-07 1.311677755683089256e-06 4.422931327001001474e-06 5.467826338414793745e-06 5.932921899421040077e-06 0.000000000000000000e+00 5.701777179568482149e-04 4.224382628553048706e-07 2.724104678083990645e-06 4.426426484409411280e-06 1.479443948224730063e-07 1.454814597406319184e-05 1.314736233639764583e-05 7.539104692671212232e-07 4.884766540003668050e-06 1.454882871096061213e-06 5.481830306545018789e-04 1.065980462938802087e-06 1.913661950478298731e-07 3.287768777149855503e-07 6.339626668614244372e-07 1.279378873475369396e-06 3.717331670205965668e-06 4.846097405915372280e-06 4.928907616015604924e-06 0.000000000000000000e+00 5.695248101843285518e-04 3.692432588829100891e-07 2.375817169702418274e-06 4.218381778899110964e-06 1.226213689910485675e-07 1.371118772842767505e-05 1.085781247696979638e-05 6.551571723780828539e-07 4.600980983424633520e-06 1.406828503055521714e-06
